-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.978903253272174070e-12 1.303991274205753241e-12 7.835236146477281566e-13 1.171516712882255348e-13 -0.000000000000000000e+00 2.012067447470249492e-14 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.750468733482104138e-11 2.489405863120541229e-11 8.618112437500904439e-12 2.250448647941816709e-12 4.729394258002339051e-13 2.628489463261760980e-13 7.574308172607152301e-14 5.559547102373770101e-14 8.466899091621208468e-14 7.619381765780066731e-14 1.157410432643807268e-13 1.516166832542424854e-13 3.938993092153116296e-14 2.054632897097480744e-13 -0.000000000000000000e+00 8.736249232561716822e-14 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.507889134776022532e-10 1.690539645670111015e-10 6.038876622079722336e-11 1.614962809414378970e-11 4.444084393648651487e-12 1.517495207017764776e-12 6.797964718499378757e-13 4.162147242654260051e-13 5.824068959588754241e-13 6.190734661705363050e-13 1.101295747446945746e-12 1.560492776068174448e-12 2.222851333396800389e-12 3.066667076476666659e-12 3.950454324035357628e-12 5.351826178601792824e-12 5.965149953138869165e-12 7.747690323482854896e-12 8.904064928293886052e-12 1.083966631818788523e-11 1.072687275037838251e-11 1.263671967527217000e-11 7.120842344314640149e-13 1.231746295027124667e-13 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.047288077683143760e-09 7.186598858080202996e-10 2.667303410787380583e-10 7.335408909978258962e-11 2.039528832407395057e-11 7.028100630046852948e-12 3.285901062273281195e-12 2.186490321142319310e-12 2.604232752999730580e-12 3.694636661117919924e-12 5.567417863281609037e-12 8.101878504316779502e-12 1.157024513172777689e-11 1.603448684075651401e-11 2.178169302641057436e-11 2.803287991561370043e-11 3.555757674976134201e-11 4.443133272149520487e-11 5.393287750216871739e-11 6.554223101947188582e-11 7.873403912730165622e-11 9.336363032299925919e-11 1.140275055488856412e-10 1.470615617574061154e-10 1.928628683269117250e-10 2.686622751196465906e-10 4.415089972355417135e-10 1.116808922179143569e-09 4.904762112629789165e-09 9.263420966385534046e-09 6.526483852078532385e-09
3.206769940371844385e-09 2.247617208731918803e-09 8.725197077653742145e-10 2.484817801412031147e-10 7.031828835755682310e-11 2.461002639538549080e-11 1.189529965707049089e-11 8.239420923648042530e-12 9.936226797236688186e-12 1.434635324885621037e-11 2.145885844145818203e-11 3.156733445564509237e-11 4.495807791161089941e-11 6.260981958226526388e-11 8.497515172178573008e-11 1.097901016101342519e-10 1.395560712946147160e-10 1.744830030745217189e-10 2.118635065289718691e-10 2.578839247078545964e-10 3.114718117626471897e-10 3.797997099514100896e-10 4.740936929714051874e-10 6.074880163987094620e-10 8.303773316746318832e-10 1.260236483544335354e-09 2.519789713469210991e-09 9.911240785884377125e-09 2.431587983394852025e-08 3.049698141669112411e-08 2.349988772107844560e-08
7.079329732853460059e-09 5.099158059896932923e-09 2.097373855122075392e-09 6.263177495301503181e-10 1.807119051623674601e-10 6.384430916405084907e-11 3.161523718406398432e-11 2.256302873522208829e-11 2.755968644461692632e-11 3.983394872575032106e-11 5.969635058216888569e-11 8.787717577522492220e-11 1.251707079626400653e-10 1.741420261409705230e-10 2.364623446874995721e-10 3.057237531088978562e-10 3.891852750655566180e-10 4.878744588300252019e-10 5.950378162811715895e-10 7.280269736411824306e-10 8.861380049946103056e-10 1.092242766778785895e-09 1.380573229748168415e-09 1.813334684802088009e-09 2.590382309129456569e-09 4.388404596700255026e-09 1.331486004127146743e-08 4.104009939651241213e-08 6.751133832294651475e-08 6.877457287756084977e-08 5.275181788017099312e-08
1.160442286553463141e-08 8.586440929075825204e-09 3.760386227757194518e-09 1.189424342292502232e-09 3.514593088124942616e-10 1.243621392715516317e-10 6.235567079856681938e-11 4.503873123633351235e-11 5.533917056145354411e-11 7.989861399467585649e-11 1.193365772840486071e-10 1.754756612998676744e-10 2.498907926390479409e-10 3.472436390568692567e-10 4.717966153194721253e-10 6.110234480933144521e-10 7.798487450540846290e-10 9.817695593504703997e-10 1.205200523066883144e-09 1.487591370151222193e-09 1.831767256751418925e-09 2.295377146249163481e-09 2.975211204520525997e-09 4.082217800752264223e-09 6.368140257947642699e-09 1.506696606830688846e-08 5.169845221657681130e-08 1.037962922211064619e-07 1.216560187333766371e-07 1.059035028702789724e-07 8.012280281601856320e-08
1.595431096439146778e-08 1.202475571197976732e-08 5.539025025625163375e-09 1.854115466939091025e-09 5.643616678218566353e-10 1.998385374349375699e-10 9.968365787122448692e-11 7.263439059904628034e-11 8.937738041052016624e-11 1.286728072733887032e-10 1.917316948573476588e-10 2.814620331706205874e-10 4.001589265810163714e-10 5.565438667867058578e-10 7.573924249003066986e-10 9.840024386793582024e-10 1.262137824038977714e-09 1.599158333835272843e-09 1.981452640446954421e-09 2.476365699247447700e-09 3.103206855459666572e-09 3.989433767263745251e-09 5.385993792794384086e-09 7.982960717617800702e-09 1.578753999042617629e-08 5.407648306325283292e-08 1.287868386036148109e-07 1.715695970552624819e-07 1.610590558046059942e-07 1.272328933357768247e-07 9.486738672206689002e-08
2.011099473966062421e-08 1.532494466778498169e-08 7.295134188815546915e-09 2.554473266011625900e-09 8.038242332300915354e-10 2.860112501662097051e-10 1.418237876730763246e-10 1.032718418523589747e-10 1.270638808026789178e-10 1.826126985754950623e-10 2.720662974565874634e-10 3.983409632079834090e-10 5.665119218588720289e-10 7.888334666411881492e-10 1.077104440740213181e-09 1.406247231772119117e-09 1.816269712494289234e-09 2.322742144545133511e-09 2.914593126184271305e-09 3.707038328554747817e-09 4.762154013500309905e-09 6.361127120320442662e-09 9.189193713767297290e-09 1.610000027605873650e-08 5.054621667516557901e-08 1.405858228274160631e-07 2.122567180059729344e-07 2.170143317881879503e-07 1.781629571930061001e-07 1.322935879767993384e-07 9.737473469108942836e-08
2.441917541578206493e-08 1.870694724849410173e-08 9.064057052976301844e-09 3.273546896707352953e-09 1.060676695203203496e-09 3.811233183812189426e-10 1.880338248648599881e-10 1.364455234243079935e-10 1.677908993178129292e-10 2.409118101704959826e-10 3.581397899337857028e-10 5.255286398566350048e-10 7.488284967709615391e-10 1.046644360029607070e-09 1.434886170799883129e-09 1.887332932332131470e-09 2.459793944913616637e-09 3.185672530640441406e-09 4.065756839990543894e-09 5.298057647521128176e-09 7.052795017826440696e-09 1.000174726725070162e-08 1.641443103320168547e-08 4.439120489013565056e-08 1.408938447922381815e-07 2.428153241739144771e-07 2.700180181446716280e-07 2.350776636853656755e-07 1.772204703200710453e-07 1.262032334484689592e-07 9.186120688166286754e-08
2.935367519167542805e-08 2.250825306224746863e-08 1.097772618042157740e-08 4.031374800376112600e-09 1.335379696894200155e-09 4.857562383742259161e-10 2.391645541330725355e-10 1.729657987139967034e-10 2.125027829439187574e-10 3.060298555191669891e-10 4.542588222831372501e-10 6.676467901556705684e-10 9.548384958285460800e-10 1.341002552345790133e-09 1.852164532339306951e-09 2.457773907014645745e-09 3.243517152509008271e-09 4.271200287952671885e-09 5.575933119783517361e-09 7.508180301557577486e-09 1.054739026558257850e-08 1.659546458006998302e-08 3.844942447431706144e-08 1.317241730077265165e-07 2.636094173545222177e-07 3.199596594765228904e-07 2.950737174682692922e-07 2.318746091848662522e-07 1.651062425321251828e-07 1.141534677444220557e-07 8.231088246599361134e-08
